video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending
vid_01713,Explained Guide Secret Challenge Viral First Secret Explained ,24,Entertainment,2023-10-16 00:00:00,6,0,62,123,16,2997,206667,9990,601,6021,0.0483,0.029134,1,58,1,0
vid_01714,vs Exposed Ultimate Guide Why Inside Challenge 2024 Top O,28,Science & Technology,2023-09-30 00:00:00,1,0,57,1710,2,722,3036523,99597,5177,86120,0.0328,0.028361,1,94,0,1
vid_01715,Best Reaction Breaking vs vs Tutorial New Guide 2024 ,26,Howto & Style,2023-01-08 04:00:00,12,3,53,4399,29,264,25158,1916,118,378,0.0762,0.015024,1,63,0,0
vid_01716,Why How Reaction Reaction Real 2024 Top Real Viral Real How Bre,23,Comedy,2023-06-18 04:00:00,13,1,63,869,18,981,1298670,48840,2910,38773,0.0376,0.029856,0,161,1,1
vid_01717,Official First Last Best B,24,Entertainment,2023-08-04 16:00:00,16,2,26,3868,0,1884,924160,66766,6436,18978,0.0722,0.020535,1,104,0,1
vid_01718,Why Ultimate Tutorial Ho,26,Howto & Style,2023-04-12 16:00:00,8,6,24,381,11,1390,1172457,133619,7976,3513,0.114,0.002996,1,186,1,1
vid_01719,Guide Viral Viral Breaking Ultimate Challenge Top New Top Best Top How Breaking Real ,27,Education,2023-07-31 12:00:00,16,0,85,1471,6,1061,3846906,364604,31414,16979,0.0948,0.004414,1,64,1,1
vid_01720,vs Explained First Exposed Official Amazing Why Explained 2024 Best C,20,Gaming,2023-07-24 12:00:00,7,6,69,3705,3,1496,577392,21344,827,15917,0.037,0.027567,1,86,1,1
vid_01721,Official Amazin,20,Gaming,2023-01-21 20:00:00,1,1,15,4981,9,1994,7448,373,18,143,0.0501,0.019197,1,227,0,0
vid_01722,vs Ultimate Breaking vs Review Last Inside How Reaction Exposed,25,News & Politics,2023-10-31 00:00:00,23,6,63,1741,12,568,1191490,107984,5651,30326,0.0906,0.025452,0,176,1,1
vid_01723,New Tutorial Viral Why Inside New Breaking Inside ,25,News & Politics,2023-07-05 16:00:00,12,4,50,4600,1,849,994984,109968,3858,26914,0.1105,0.02705,1,166,0,1
vid_01724,Guide Breaking Why Top Guide Tutori,28,Science & Technology,2023-07-02 16:00:00,2,0,35,4458,9,1711,341804,11266,497,4781,0.033,0.013988,0,133,0,0
vid_01725,Secret Reaction Inside Real Review Ultimate vs Firs,20,Gaming,2023-06-08 12:00:00,15,1,51,277,20,3192,122992,12683,810,296,0.1031,0.002407,1,121,0,0
vid_01726,Explained 2024 First Tutorial Breaking,28,Science & Technology,2023-04-21 00:00:00,5,1,38,2931,21,301,265694,21405,1331,1716,0.0806,0.006459,1,145,1,0
vid_01727,Review Amazing Best Last New Guide Best vs Why Real Amazing Official ,25,News & Politics,2023-10-29 16:00:00,18,2,69,2915,24,1058,9827956,777865,52334,28801,0.0791,0.002931,1,160,0,1
vid_01728,Explained Why Breaking Ultimate Explain,27,Education,2023-04-02 04:00:00,6,2,39,2625,3,1952,84471,9815,408,546,0.1162,0.006464,0,198,1,0
vid_01729,Tutorial Official Gui,17,Sports,2023-06-09 20:00:00,9,4,21,4572,17,1272,22181,2157,82,286,0.0972,0.012893,1,234,0,0
vid_01730,Viral Breaking New Last Last 2024 Breaking 2024 How Why Last 2024 Top Exposed Guide Ultimate Ho,26,Howto & Style,2023-10-28 08:00:00,8,1,95,514,4,1171,36202,3855,250,160,0.1065,0.00442,1,154,0,0
vid_01731,Ultimate Breaking vs Inside Challenge Guide Inside Amazing Why Official Breaking Expl,22,People & Blogs,2023-11-14 00:00:00,1,5,85,327,18,622,477455,29535,648,2786,0.0619,0.005835,1,196,0,0
vid_01732,Review Tutorial Exposed Exposed Real Last Amazing Secret First Breaking Tutorial New ,28,Science & Technology,2023-08-20 00:00:00,14,1,85,4164,1,3053,10296276,822597,26958,143415,0.0799,0.013929,1,107,1,1
vid_01733,New Secret Explained Ultimate 2024 Why,27,Education,2023-01-30 08:00:00,4,2,38,115,11,1635,32307656,2758638,38045,351021,0.0854,0.010865,1,144,1,1
vid_01734,2024 New Review Explained,26,Howto & Style,2023-05-27 08:00:00,21,5,25,4312,16,144,2295933,135328,2237,33433,0.0589,0.014562,1,167,1,1
vid_01735,Top Breaking Inside Breaking Inside Reaction Last How New Breaking 2024 Inside Tutorial,20,Gaming,2023-01-04 08:00:00,3,0,87,452,9,2340,104384,8488,270,1403,0.0813,0.013441,1,55,1,0
vid_01736,Last Breaking Official vs ,17,Sports,2023-08-22 20:00:00,19,0,26,4033,1,3407,128193,6576,77,2524,0.0513,0.019689,0,53,0,0
vid_01737,vs Ultimate First Amazing Tutorial Why Breaking W,26,Howto & Style,2023-10-28 12:00:00,3,6,49,4554,5,1707,2707615,116167,3727,76296,0.0429,0.028178,1,92,0,1
vid_01738,Ultimate Secret Why Challenge Best Why Official Breaking Real Last Reaction O,23,Comedy,2023-11-13 00:00:00,17,3,77,3528,7,1475,5591206,355921,24539,23080,0.0637,0.004128,1,142,1,1
vid_01739,Inside Best Real Best Challenge New Official Amazing Viral Explained Best Real Vir,25,News & Politics,2023-10-13 20:00:00,3,2,82,3494,28,236,160197,15464,239,621,0.0965,0.003876,1,91,1,0
vid_01740,2024 First Review Tutorial Best 2024 Top Breaking Inside Viral Ultimate,26,Howto & Style,2023-09-28 12:00:00,16,3,71,4742,18,2380,5745979,646174,31860,147851,0.1125,0.025731,0,52,1,1
vid_01741,Exposed Exposed First Insid,22,People & Blogs,2023-08-25 04:00:00,11,5,27,4469,10,141,351200,25003,2304,5508,0.0712,0.015683,0,178,1,0
vid_01742,vs Review Secret vs Inside Ultimate O,27,Education,2023-11-03 08:00:00,21,2,37,3089,24,1470,2576507,226356,18383,59841,0.0879,0.023226,1,232,0,1
vid_01743,Amazing Secret Why New New Explained Amazing New Ultimate Inside Breaking Official Exposed Expose,17,Sports,2023-05-08 12:00:00,16,4,97,1487,11,1912,4173067,163890,6144,30243,0.0393,0.007247,0,64,1,1
vid_01744,Explained Real New Last Reaction Ultimate Viral Ultim,24,Entertainment,2023-06-03 20:00:00,9,1,53,478,8,3386,46637,5195,484,1167,0.1114,0.025023,1,96,1,0
vid_01745,Ultimate Explained Top Explained Best Tutorial Review Ultimate Viral Reaction Breaking First S,26,Howto & Style,2023-05-02 16:00:00,21,4,94,2732,1,214,1605303,130309,5169,44613,0.0812,0.027791,1,134,0,1
vid_01746,Secret Review Why Ultimate,10,Music,2023-03-28 00:00:00,0,5,26,2827,7,1794,5789500,580284,9590,112484,0.1002,0.019429,0,223,1,1
vid_01747,Top Viral vs Inside vs Review Top Ultimate Ultim,22,People & Blogs,2023-02-25 12:00:00,21,2,48,3428,25,930,285597,28988,2883,1162,0.1015,0.004069,1,107,0,0
vid_01748,Amazing Top Secret Last Review Official Why Review Ultimate Reaction Best New vs Tuto,22,People & Blogs,2023-07-04 08:00:00,23,5,85,442,10,250,79258,4207,371,2137,0.0531,0.026962,0,248,1,0
vid_01749,Top First Explained Challenge Exposed Ultimate Ultimate vs 2024 Secret Breaking Challenge,10,Music,2023-02-25 08:00:00,17,1,89,4591,27,1497,1077995,83680,4345,25852,0.0776,0.023982,0,88,0,1
vid_01750,Guide Exposed How Best New Official Challenge,23,Comedy,2023-11-08 08:00:00,17,0,45,391,20,3218,618780,72052,5041,14092,0.1164,0.022774,0,180,1,1
vid_01751,New Challenge Last Amazing Secret Secret Breaking First Breaking Challenge C,24,Entertainment,2023-02-21 00:00:00,13,0,76,182,3,1123,282268,10745,756,582,0.0381,0.002062,1,207,1,0
vid_01752,Exposed Secret Amazing How ,25,News & Politics,2023-03-01 20:00:00,14,5,27,314,9,2975,608101,55625,1529,14697,0.0915,0.024169,1,84,1,1
vid_01753,Explained Real Guide Viral Tutorial Review Se,27,Education,2023-11-03 04:00:00,11,3,45,4238,20,3171,27681,3227,90,138,0.1166,0.004985,1,234,1,0
vid_01754,Amazing Official,17,Sports,2023-07-23 04:00:00,3,2,16,1735,19,2699,1053699,60115,3141,7849,0.0571,0.007449,1,206,1,1
vid_01755,Reaction Breaking vs Challeng,27,Education,2023-02-20 20:00:00,2,2,29,1484,15,2504,10732204,1154037,106219,190356,0.1075,0.017737,1,227,0,1
vid_01756,Top Exposed vs 2024 Official Review Top Top 2024 Review Official Challe,24,Entertainment,2023-01-24 04:00:00,19,0,71,1710,7,2721,196774,22437,244,1708,0.114,0.00868,1,239,1,0
vid_01757,Secret Review Inside Explained Secret Reaction Reaction How Challenge Amazing Viral First,27,Education,2023-09-26 12:00:00,11,6,89,3867,3,2645,114531,11136,895,2311,0.0972,0.020178,1,101,0,0
vid_01758,Tutorial Real Top Guide Exposed Review vs Breaki,10,Music,2023-09-12 20:00:00,6,4,48,2404,28,2042,663922,33740,512,12371,0.0508,0.018633,0,167,0,1
vid_01759,Best Best Real Exposed vs Last Amazing Top Secret 2024 Secret Top Best vs Why Top ,22,People & Blogs,2023-08-09 08:00:00,10,6,82,315,9,2520,102427204,6151784,326290,423673,0.0601,0.004136,1,63,0,1
vid_01760,Top Official Why Real Amazing Inside Top Breaking Official Inside Ultimate Official Guide,27,Education,2023-08-16 08:00:00,0,1,89,4791,11,630,4420985,146877,9900,88527,0.0332,0.020024,1,212,0,1
vid_01761,Guide Why First How Inside vs Why Top Break,28,Science & Technology,2023-07-22 12:00:00,5,4,43,1186,28,1190,472387,49520,3555,13129,0.1048,0.027793,1,205,1,0
vid_01762,New Guide Reaction Top Top Guide Why First Real Exposed 2024 Top 2024 Review Fir,26,Howto & Style,2023-11-14 04:00:00,14,4,80,4599,13,533,570117,60697,926,3233,0.1065,0.005671,0,235,1,1
vid_01763,Tutorial New How Explained Exp,24,Entertainment,2023-05-30 20:00:00,14,5,30,4976,15,2208,4593927,399414,19041,84136,0.0869,0.018315,0,79,1,1
vid_01764,First Official How How Ultimate Inside Last Amazing S,23,Comedy,2023-08-19 20:00:00,18,0,53,1440,21,247,132573,8183,511,1446,0.0617,0.010907,0,139,1,0
vid_01765,Best Explained Top Challenge Inside Real Why Breaking Secret Top Explained Ultimate Real Of,28,Science & Technology,2023-03-04 00:00:00,10,6,91,1162,17,2765,1530183,56483,900,21925,0.0369,0.014328,1,184,0,1
vid_01766,Inside Breaking Secret Why Last First How Official ,10,Music,2023-10-10 00:00:00,22,6,51,2284,20,2248,65113,6366,141,607,0.0978,0.009322,0,216,0,0
vid_01767,Reaction Top New Tutorial First Explained Top Top New Ultimate Reaction Explained How Amazing W,20,Gaming,2023-02-15 08:00:00,1,0,95,2916,21,1528,2338093,223024,15551,26349,0.0954,0.011269,0,144,0,1
vid_01768,Reaction Inside Viral Top Official ,10,Music,2023-05-30 12:00:00,13,6,35,3118,20,641,299731,33610,1914,551,0.1121,0.001838,1,118,1,0
vid_01769,vs Ultimate Review New Best Best Why Tutorial Explained Ul,23,Comedy,2023-06-10 16:00:00,1,0,58,2229,11,3069,963801,92281,2266,28398,0.0957,0.029465,1,212,1,1
vid_01770,Secret vs Real Breaking Inside Vi,23,Comedy,2023-07-21 00:00:00,3,5,33,684,17,1182,266674,27889,1622,5098,0.1046,0.019117,1,176,1,0
vid_01771,Review Last Real Amazing Why Official Tutorial Viral Review Top Best Real How Review ,28,Science & Technology,2023-02-22 16:00:00,16,3,85,3681,29,86,1556011,151144,13926,24150,0.0971,0.01552,0,101,1,1
vid_01772,vs Tutorial Tutorial v,26,Howto & Style,2023-01-28 16:00:00,2,4,22,1449,6,1234,371510,32232,367,4505,0.0868,0.012126,1,191,0,0
vid_01773,Real Last Official Inside New New Breaking Official Last Breaking Real Why Guide Last Best ,24,Entertainment,2023-01-01 00:00:00,12,5,91,4836,19,275,24744429,1693186,114860,411793,0.0684,0.016642,1,112,1,1
vid_01774,Reaction New vs New Viral Why Reaction First Breaking Explained First Challenge ,25,News & Politics,2023-07-04 04:00:00,8,2,80,2789,23,173,6541803,727386,12095,78652,0.1112,0.012023,1,85,1,1
vid_01775,Why Challenge Last Real Exposed Secret Challenge Reacti,22,People & Blogs,2023-02-27 08:00:00,6,1,55,3220,22,3152,53494,4738,50,611,0.0886,0.011422,1,140,0,0
vid_01776,Viral Best Viral vs Best First Inside Secret New Why Official Tutorial Official How Top C,28,Science & Technology,2023-10-16 08:00:00,14,3,89,1915,6,397,718112,47289,1114,10379,0.0659,0.014453,1,201,0,1
vid_01777,Top Secret Reaction First Guide Review Review Real Reaction Challenge Last Viral 202,23,Comedy,2023-08-10 08:00:00,22,2,84,2005,8,1512,2292978,86014,4133,20644,0.0375,0.009003,1,217,1,1
vid_01778,Inside Tutorial Top Secret Guide New Secret Top New Why Top Secret First La,20,Gaming,2023-07-23 00:00:00,10,4,75,4727,0,2295,193941,10892,895,1206,0.0562,0.006218,0,206,1,0
vid_01779,Ultimate Challenge Breaking Breaking Off,17,Sports,2023-10-25 16:00:00,19,6,40,2268,25,645,6948262,548463,19394,119104,0.0789,0.017142,1,102,0,1
vid_01780,Why Official Breaking Guide vs Secret Official Explained Last 2024 Reaction New Expla,23,Comedy,2023-04-30 12:00:00,1,0,85,1439,5,3358,3173581,173935,11533,80736,0.0548,0.02544,0,158,1,1
vid_01781,Viral Why Why New Ultimate First First Real Exposed Exposed 2024 Best Reaction Best New Explained,26,Howto & Style,2023-01-09 16:00:00,14,4,97,4929,5,1911,380631,18997,892,2067,0.0499,0.00543,0,199,0,0
vid_01782,Secret Guide Inside Real Inside First Best Viral vs Best How Review vs Exposed Offic,26,Howto & Style,2023-03-30 12:00:00,13,5,84,3180,21,3257,2975582,230504,7166,5800,0.0775,0.001949,1,121,0,1
vid_01783,Breaking How Ultimate Inside Secret Top Off,23,Comedy,2023-06-25 20:00:00,19,1,43,4326,28,1618,8888,402,22,72,0.0452,0.0081,0,64,1,0
vid_01784,Ultimate Last Official Challenge Explained Official Review First Review Guide Ul,26,Howto & Style,2023-08-26 00:00:00,21,5,80,4164,11,2519,8558644,873297,71411,251725,0.102,0.029412,0,162,0,1
vid_01785,Best Viral Last vs Last Breaking ,28,Science & Technology,2023-05-07 04:00:00,10,3,33,1299,21,2918,2181920,160574,13636,54622,0.0736,0.025034,0,118,1,1
vid_01786,First First 2024 New How Best Last Viral How Guide Ultimate vs Tutorial First How ,23,Comedy,2023-10-20 08:00:00,2,3,82,3216,11,3033,86184,7036,606,1575,0.0816,0.018275,1,165,1,0
vid_01787,vs New Secret Explained Review Explained Tutorial Reaction Explained Ama,23,Comedy,2023-05-15 12:00:00,16,1,72,1295,9,728,835432,36144,1462,23348,0.0433,0.027947,0,241,1,1
vid_01788,Last Explained Top Amazing Amazing 2024 How Guide Challenge First Explained vs Revie,24,Entertainment,2023-07-09 16:00:00,11,2,84,103,22,905,11529,682,55,160,0.0592,0.013877,0,53,1,0
vid_01789,Viral Guide New Amazing Last New Viral Ultimate Best Inside Official To,22,People & Blogs,2023-05-19 20:00:00,23,2,71,2960,29,1715,111953,7490,217,3304,0.0669,0.029512,0,124,0,0
vid_01790,Inside Viral Reaction Last First How 2024 Inside Wh,20,Gaming,2023-05-05 16:00:00,20,3,51,2446,25,2853,4896018,503012,38459,46966,0.1027,0.009593,0,195,1,1
vid_01791,Exposed Explained Viral Real Tutorial Breaking Amazing Amazing Reaction Top,26,Howto & Style,2023-09-29 12:00:00,14,3,75,492,5,2839,497154,49374,4708,3961,0.0993,0.007967,1,91,1,0
vid_01792,Exposed Inside Tutorial Breaking Inside Reac,24,Entertainment,2023-01-26 08:00:00,15,6,44,4725,16,974,494995,24783,278,9654,0.0501,0.019503,1,79,0,0
vid_01793,Exposed Ultimate Ultimate Exposed Reaction vs Exposed How Real Inside Guide Amazing T,25,News & Politics,2023-11-13 08:00:00,4,0,85,3661,18,952,479935,41013,2035,5743,0.0855,0.011966,0,192,1,0
vid_01794,2024 Viral Challenge vs Why Top Review Top Guide Exposed Reaction Breaking New Real Rev,25,News & Politics,2023-02-25 16:00:00,19,6,87,4427,17,3012,626346,32514,2220,12003,0.0519,0.019163,1,119,1,1
vid_01795,Tutorial Inside New Review Real Breakin,27,Education,2023-06-12 20:00:00,5,6,39,2457,5,1776,3009376,357941,26186,29626,0.1189,0.009845,1,232,1,1
vid_01796,New Review Challenge How 2024 Secret Amazing Review Last Reaction Explained Rea,28,Science & Technology,2023-06-25 08:00:00,18,2,79,872,23,54,203268,23516,607,3845,0.1157,0.018916,0,230,1,0
vid_01797,Official Best vs New,28,Science & Technology,2023-09-01 20:00:00,4,1,20,3752,18,2883,1082284,87333,8514,9736,0.0807,0.008996,1,65,0,1
vid_01798,First First Review Exposed Best ,10,Music,2023-08-29 04:00:00,2,2,32,2989,9,1717,77788,7226,472,192,0.0929,0.002468,1,160,0,0
vid_01799,Real Last Review Last Wh,20,Gaming,2023-09-26 08:00:00,0,0,24,4786,23,1589,1679452,171520,4252,46104,0.1021,0.027452,0,153,1,1
vid_01800,Top First Amazing Explain,23,Comedy,2023-08-04 12:00:00,5,5,25,1081,7,2841,248086,23540,278,6602,0.0949,0.026612,0,250,0,0
vid_01801,Ultimate First First Why First Best Challenge Explained First Why Best Secret v,26,Howto & Style,2023-06-18 20:00:00,14,3,79,2066,20,1113,472590,43943,3537,13777,0.093,0.029152,1,156,0,0
vid_01802,Review Tutorial Reaction Tutorial 2024 Breaking Best Last Review Best Viral vs First Explai,20,Gaming,2023-05-20 08:00:00,1,3,91,612,23,3568,265096,30822,529,5773,0.1163,0.021777,1,172,0,0
vid_01803,2024 Inside Amazing How Secret Challenge Explained Why Best Official Real Ultimate New Why Review ,27,Education,2023-09-24 16:00:00,2,0,98,2588,5,463,332895,27857,632,6923,0.0837,0.020796,1,211,0,0
vid_01804,Official First Breaking Official How How Viral How Reaction Best Inside First T,10,Music,2023-01-27 04:00:00,16,6,79,390,20,2956,83386,7276,449,1435,0.0873,0.017209,1,76,1,0
vid_01805,Tutorial Ultimate Top Exposed Secret Inside Top Reaction Explained,24,Entertainment,2023-03-17 08:00:00,23,1,66,4617,24,1119,800226,85171,5477,3722,0.1064,0.004651,0,62,0,1
vid_01806,Official How Reaction Why How Review Exposed Amazing Challenge Ultimate First Why,20,Gaming,2023-08-15 00:00:00,11,3,81,3825,29,2987,1200676,108409,7785,7789,0.0903,0.006487,0,204,1,1
vid_01807,Real Reaction Explained Top Ultimate Last Last Secret Why Why Breaking Secret Why Guide Reaction,24,Entertainment,2023-08-17 00:00:00,17,4,96,2346,6,2642,40329,3870,175,378,0.096,0.009373,0,122,1,0
vid_01808,Explained Challenge Reaction Viral Challenge Secret Last Secret Ultimate First Challenge vs ,25,News & Politics,2023-09-09 16:00:00,14,6,92,284,23,1981,151218,7723,615,4054,0.0511,0.026809,0,246,0,0
vid_01809,Ultimate Explained vs Review Ultimate Tutoria,26,Howto & Style,2023-10-07 20:00:00,11,3,45,1166,0,2183,513669,32573,3182,3090,0.0634,0.006016,0,135,1,1
vid_01810,Last Real Guide Why Real New Ex,27,Education,2023-02-11 12:00:00,15,4,31,1958,26,125,173198,7492,257,4808,0.0433,0.02776,1,80,0,0
vid_01811,Reaction Top Review Last Tutorial Real Best Top First Inside Tutorial,23,Comedy,2023-03-10 12:00:00,7,0,69,1467,17,197,340673,25727,1885,5505,0.0755,0.016159,1,52,1,0
vid_01812,Exposed First Exposed Ultimate vs 2024 Secret New ,26,Howto & Style,2023-10-15 12:00:00,13,0,50,4969,23,2119,8924342,633766,59296,194117,0.071,0.021751,0,79,1,1
vid_01813,First Ultimate 2024 Official Ultimate Of,22,People & Blogs,2023-01-01 12:00:00,16,6,40,1341,27,1932,77855,9322,669,326,0.1197,0.004187,0,198,0,0
vid_01814,Guide Exposed Review Secret New Official Amazing How Challenge Brea,28,Science & Technology,2023-06-17 04:00:00,20,3,67,3538,24,2181,9647,820,58,84,0.085,0.008706,0,148,1,0
vid_01815,Secret Last Guide Real Ultimate,27,Education,2023-04-03 08:00:00,7,2,31,4777,19,1898,173169,17451,525,4986,0.1008,0.028793,1,183,0,0
vid_01816,Ultimate Guide How Exposed Real Why Rea,20,Gaming,2023-07-29 00:00:00,14,4,39,3704,11,3305,338200,20312,1181,2948,0.0601,0.008717,1,209,1,0
vid_01817,Why Breaking How,26,Howto & Style,2023-01-21 08:00:00,13,1,16,578,15,2597,252735,26496,1606,2426,0.1048,0.009599,1,219,1,0
vid_01818,vs Viral Last Why C,17,Sports,2023-07-19 20:00:00,17,3,19,3374,9,2028,861285,73517,5367,5796,0.0854,0.006729,0,239,0,1
vid_01819,How 2024 2024 Guid,28,Science & Technology,2023-11-04 12:00:00,19,1,18,2030,26,2359,97335,9025,899,461,0.0927,0.004736,0,209,0,0
vid_01820,Top Inside Top Challenge Why Breaking Secret Revie,28,Science & Technology,2023-08-21 08:00:00,6,3,50,2989,9,3144,70411,3978,51,546,0.0565,0.007754,0,148,0,0
vid_01821,Exposed Top Challeng,17,Sports,2023-09-13 12:00:00,2,2,20,1379,13,3024,157666,12515,198,3094,0.0794,0.019624,0,135,1,0
vid_01822,Top Amazing Ultimate Secret Secret ,10,Music,2023-01-11 20:00:00,11,2,35,1283,24,1163,136362,11872,202,1937,0.0871,0.014205,0,216,0,0
vid_01823,Top Best How Guide Exposed Review Tutorial Viral Viral Ultimate Explained Ultimate Best How,10,Music,2023-10-03 12:00:00,20,6,91,1803,19,2040,32402555,2690012,206776,552752,0.083,0.017059,1,113,0,1
vid_01824,Guide Challenge Exposed Top Guide Ultima,17,Sports,2023-06-11 16:00:00,23,6,40,2850,9,3311,9549861,1073093,23899,43438,0.1124,0.004549,0,167,0,1
vid_01825,Last Last Explained Tutorial Ultimate Top Amazing Official Explained ,22,People & Blogs,2023-03-26 16:00:00,2,2,69,2983,9,778,30239,3351,221,733,0.1108,0.024239,1,207,0,0
vid_01826,New How 2024 New Explained Tutorial Breaking Exposed ,25,News & Politics,2023-09-14 12:00:00,19,5,53,2809,25,1921,24290,2851,111,576,0.1174,0.023712,1,240,1,0
vid_01827,Reaction Breaking Explained Reaction First Inside Explained Amazing Why Top Secret Guide Best Firs,17,Sports,2023-06-25 16:00:00,13,2,98,2825,24,860,436002,39270,2009,708,0.0901,0.001624,1,163,1,0
vid_01828,Explained Last Top Top Reaction Real Inside Fir,25,News & Politics,2023-09-10 20:00:00,14,0,47,3537,10,78,20962898,2462559,72423,254110,0.1175,0.012122,1,208,1,1
vid_01829,Real Official Review Top New,26,Howto & Style,2023-11-16 08:00:00,13,0,28,3900,22,144,1687439,177051,15571,5052,0.1049,0.002994,1,136,1,1
vid_01830,Secret Inside Breaking Breaking Why Best First Secret Tutorial Top Rev,22,People & Blogs,2023-03-31 00:00:00,6,5,70,2577,1,1208,416985,22673,1422,9995,0.0544,0.02397,0,89,1,0
vid_01831,First Breaking New How Inside Best Review Explained Viral Top Exposed How Ultimate Inside Secre,27,Education,2023-05-05 00:00:00,16,4,95,940,24,1702,194671,13328,1266,4356,0.0685,0.022376,0,210,1,0
vid_01832,Real Top Tutorial Challenge First B,25,News & Politics,2023-01-24 08:00:00,11,1,35,2115,19,2580,3075236,158237,9765,83516,0.0515,0.027158,0,240,0,1
vid_01833,Ultimate First Review Explained First Top Review Viral Secre,28,Science & Technology,2023-06-06 20:00:00,19,3,60,1238,7,3063,1079408,32789,693,8479,0.0304,0.007855,1,74,1,1
vid_01834,Why Tutorial How Tutorial Amaz,26,Howto & Style,2023-01-19 08:00:00,3,3,30,4347,29,100,11489302,539128,13682,163522,0.0469,0.014233,1,213,0,1
vid_01835,Reaction Review Exposed Ultima,28,Science & Technology,2023-05-12 04:00:00,8,5,30,790,22,3089,24388,740,73,154,0.0303,0.006314,1,201,0,0
vid_01836,First Best Best Guide 2024 vs Guide Top Official How Reaction Tutorial New Viral Why Ultimate Tuto,22,People & Blogs,2023-02-13 12:00:00,5,0,98,1419,28,1389,1090693,103381,7784,12832,0.0948,0.011765,1,144,0,1
vid_01837,Explained Top Inside First Explained Reacti,25,News & Politics,2023-06-30 16:00:00,15,6,43,1439,6,96,203034,13866,200,3277,0.0683,0.01614,1,235,0,0
vid_01838,Inside Amazing Secret ,24,Entertainment,2023-09-07 12:00:00,21,3,22,2050,7,1546,1501430,87280,6401,3823,0.0581,0.002546,1,216,1,1
vid_01839,Breaking Amazing ,22,People & Blogs,2023-07-21 12:00:00,21,0,17,1521,0,1703,972876,95881,4515,21141,0.0986,0.02173,0,95,1,1
vid_01840,Ultimate Reaction Real Breaking 2,22,People & Blogs,2023-05-30 16:00:00,20,4,33,1586,20,1807,1782688,187046,7042,29869,0.1049,0.016755,1,254,1,1
vid_01841,Amazing Real Breaking Tutorial Last Real First Viral Reaction Explained Review B,24,Entertainment,2023-09-06 16:00:00,20,1,80,368,1,996,4138655,487438,11632,103631,0.1178,0.02504,1,187,0,1
vid_01842,Ultimate First vs Top Last First Why Inside Real Secret How Last First Breaking Secret Offici,26,Howto & Style,2023-03-03 08:00:00,1,4,93,2314,17,3314,5398472,473884,40560,47947,0.0878,0.008882,0,81,1,1
vid_01843,Tutorial Ultimate Viral Official Explained Review Real Why How Ultimate Secret Breaking ,25,News & Politics,2023-06-04 00:00:00,23,5,88,1944,14,2258,20484624,1465420,23074,557106,0.0715,0.027196,1,146,1,1
vid_01844,Real How Exposed Ultimate Explained vs First Real Best Reaction Last Ultimate Why Explained Top ,25,News & Politics,2023-11-12 00:00:00,7,2,96,3761,0,1819,455171,26160,943,13637,0.0575,0.02996,0,213,1,0
vid_01845,Viral Real Tutorial Challenge Last T,28,Science & Technology,2023-02-17 16:00:00,10,2,36,4869,4,642,166669,8334,313,4610,0.05,0.027659,0,205,1,0
vid_01846,2024 New 2024 Guide Review Why Reaction Last Challenge First,22,People & Blogs,2023-07-26 08:00:00,12,2,60,2872,1,1916,53574,2633,64,1262,0.0491,0.023556,0,193,1,0
vid_01847,Viral Breaking Secret Ultim,22,People & Blogs,2023-05-08 08:00:00,16,4,27,4558,19,1652,1112986,74377,4145,27333,0.0668,0.024558,1,65,1,1
vid_01848,Official Amazing vs New Secret How Ultimate Rea,23,Comedy,2023-03-02 00:00:00,7,3,47,1325,2,726,2187262,260854,2883,38580,0.1193,0.017638,0,67,0,1
vid_01849,vs Exposed Amazing ,27,Education,2023-09-04 16:00:00,20,1,19,3133,18,2680,54679,1644,60,356,0.0301,0.006511,0,185,0,0
vid_01850,Guide Ultimate First Tutorial Explained Top Breaking Guide Reaction Official Secret Top Fir,22,People & Blogs,2023-06-26 12:00:00,17,2,91,450,17,2325,3993420,190679,17928,82400,0.0477,0.020634,1,124,1,1
vid_01851,Secret Secret Top Secret vs New 2024 Best,20,Gaming,2023-09-19 00:00:00,17,5,41,773,28,1267,405500,19040,722,8787,0.047,0.021669,0,247,0,0
vid_01852,Reaction Why Viral Tutorial Secret Breaking Reaction Official New Official First Amazing vs ,27,Education,2023-11-20 00:00:00,13,5,92,2379,21,2436,53065,5016,212,1569,0.0945,0.029567,1,50,0,0
vid_01853,Guide Guide Reaction Official First Wh,20,Gaming,2023-06-20 00:00:00,14,2,38,1185,17,278,110508,6820,358,1845,0.0617,0.016695,1,239,1,0
vid_01854,Tutorial New Why Guide Explained Exposed Breaking Secret Last Explained New Last ,25,News & Politics,2023-11-09 00:00:00,5,2,81,2820,13,667,97195,6915,418,862,0.0711,0.008869,0,174,0,0
vid_01855,Ultimate Guide Challenge 2024 Real First Review Challenge Review Secret Top B,27,Education,2023-05-15 04:00:00,10,1,77,4896,29,979,96175,4171,345,2002,0.0434,0.020816,1,253,1,0
vid_01856,Secret Official Official Last Explained Review How Official La,22,People & Blogs,2023-11-26 08:00:00,12,2,62,317,23,1934,1419171,94303,2558,41726,0.0664,0.029402,1,87,0,1
