video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending,duration_minutes,is_weekend,is_prime_time,optimal_tags,optimal_title
vid_01750,Guide Exposed How Best New Official Challenge,23,Comedy,2023-11-08 08:00:00,17,0,45,391,20,3218,618780.0,72052.0,5041,14092.0,0.1164,0.022774,0,180,1,1,53.63,0,0,0,1
vid_01751,New Challenge Last Amazing Secret Secret Breaking First Breaking Challenge C,24,Entertainment,2023-02-21 00:00:00,13,0,76,182,3,1123,282268.0,10745.0,756,582.0,0.0381,0.002062,1,207,1,0,18.72,0,0,0,0
vid_01752,Exposed Secret Amazing How ,25,News & Politics,2023-03-01 20:00:00,14,5,27,314,9,2975,608101.0,55625.0,1529,14697.0,0.0915,0.024169,1,84,1,1,49.58,1,0,1,0
vid_01753,Explained Real Guide Viral Tutorial Review Se,27,Education,2023-11-03 04:00:00,11,3,45,4238,20,3171,27681.0,3227.0,90,138.0,0.1166,0.004985,1,234,1,0,52.85,0,0,0,1
vid_01754,Amazing Official,17,Sports,2023-07-23 04:00:00,3,2,16,1735,19,2699,1053699.0,60115.0,3141,7849.0,0.0571,0.007449,1,206,1,1,44.98,0,0,0,0
vid_01755,Reaction Breaking vs Challeng,27,Education,2023-02-20 20:00:00,2,2,29,1484,15,2504,10732204.0,1154037.0,106219,190356.0,0.1075,0.017737,1,227,0,1,41.73,0,0,1,0
vid_01756,Top Exposed vs 2024 Official Review Top Top 2024 Review Official Challe,24,Entertainment,2023-01-24 04:00:00,19,0,71,1710,7,2721,196774.0,22437.0,244,1708.0,0.114,0.00868,1,239,1,0,45.35,0,1,0,0
vid_01757,Secret Review Inside Explained Secret Reaction Reaction How Challenge Amazing Viral First,27,Education,2023-09-26 12:00:00,11,6,89,3867,3,2645,114531.0,11136.0,895,2311.0,0.0972,0.020178,1,101,0,0,44.08,1,0,0,0
vid_01758,Tutorial Real Top Guide Exposed Review vs Breaki,10,Music,2023-09-12 20:00:00,6,4,48,2404,28,2042,663922.0,33740.0,512,12371.0,0.0508,0.018633,0,167,0,1,34.03,0,0,0,1
vid_01759,Best Best Real Exposed vs Last Amazing Top Secret 2024 Secret Top Best vs Why Top ,22,People & Blogs,2023-08-09 08:00:00,10,6,82,315,9,2520,33913340.04999998,2775455.4299999997,326290,423673.0,0.0601,0.004136,1,63,0,1,42.0,1,0,1,0
vid_01760,Top Official Why Real Amazing Inside Top Breaking Official Inside Ultimate Official Guide,27,Education,2023-08-16 08:00:00,0,1,89,4791,11,630,4420985.0,146877.0,9900,88527.0,0.0332,0.020024,1,212,0,1,10.5,0,0,1,0
vid_01761,Guide Why First How Inside vs Why Top Break,28,Science & Technology,2023-07-22 12:00:00,5,4,43,1186,28,1190,472387.0,49520.0,3555,13129.0,0.1048,0.027793,1,205,1,0,19.83,0,0,0,1
vid_01762,New Guide Reaction Top Top Guide Why First Real Exposed 2024 Top 2024 Review Fir,26,Howto & Style,2023-11-14 04:00:00,14,4,80,4599,13,533,570117.0,60697.0,926,3233.0,0.1065,0.005671,0,235,1,1,8.88,0,0,1,0
vid_01763,Tutorial New How Explained Exp,24,Entertainment,2023-05-30 20:00:00,14,5,30,4976,15,2208,4593927.0,399414.0,19041,84136.0,0.0869,0.018315,0,79,1,1,36.8,1,0,1,0
vid_01764,First Official How How Ultimate Inside Last Amazing S,23,Comedy,2023-08-19 20:00:00,18,0,53,1440,21,247,132573.0,8183.0,511,1446.0,0.0617,0.010907,0,139,1,0,4.12,0,1,0,1
vid_01765,Best Explained Top Challenge Inside Real Why Breaking Secret Top Explained Ultimate Real Of,28,Science & Technology,2023-03-04 00:00:00,10,6,91,1162,17,2765,1530183.0,56483.0,900,21925.0,0.0369,0.014328,1,184,0,1,46.08,1,0,0,0
vid_01766,Inside Breaking Secret Why Last First How Official ,10,Music,2023-10-10 00:00:00,22,6,51,2284,20,2248,65113.0,6366.0,141,607.0,0.0978,0.009322,0,216,0,0,37.47,1,0,0,1
vid_01767,Reaction Top New Tutorial First Explained Top Top New Ultimate Reaction Explained How Amazing W,20,Gaming,2023-02-15 08:00:00,1,0,95,2916,21,1528,2338093.0,223024.0,15551,26349.0,0.0954,0.011269,0,144,0,1,25.47,0,0,0,0
vid_01768,Reaction Inside Viral Top Official ,10,Music,2023-05-30 12:00:00,13,6,35,3118,20,641,299731.0,33610.0,1914,551.0,0.1121,0.001838,1,118,1,0,10.68,1,0,0,0
vid_01769,vs Ultimate Review New Best Best Why Tutorial Explained Ul,23,Comedy,2023-06-10 16:00:00,1,0,58,2229,11,3069,963801.0,92281.0,2266,28398.0,0.0957,0.029465,1,212,1,1,51.15,0,0,1,1
vid_01770,Secret vs Real Breaking Inside Vi,23,Comedy,2023-07-21 00:00:00,3,5,33,684,17,1182,266674.0,27889.0,1622,5098.0,0.1046,0.019117,1,176,1,0,19.7,1,0,0,0
vid_01771,Review Last Real Amazing Why Official Tutorial Viral Review Top Best Real How Review ,28,Science & Technology,2023-02-22 16:00:00,16,3,85,3681,29,86,1556011.0,151144.0,13926,24150.0,0.0971,0.01552,0,101,1,1,1.43,0,0,0,0
vid_01772,vs Tutorial Tutorial v,26,Howto & Style,2023-01-28 16:00:00,2,4,22,1449,6,1234,371510.0,32232.0,367,4505.0,0.0868,0.012126,1,191,0,0,20.57,0,0,0,0
vid_01773,Real Last Official Inside New New Breaking Official Last Breaking Real Why Guide Last Best ,24,Entertainment,2023-01-01 00:00:00,12,5,91,4836,19,275,24744429.0,1693186.0,114860,411793.0,0.0684,0.016642,1,112,1,1,4.58,1,0,0,0
vid_01774,Reaction New vs New Viral Why Reaction First Breaking Explained First Challenge ,25,News & Politics,2023-07-04 04:00:00,8,2,80,2789,23,173,6541803.0,727386.0,12095,78652.0,0.1112,0.012023,1,85,1,1,2.88,0,0,0,0
vid_01775,Why Challenge Last Real Exposed Secret Challenge Reacti,22,People & Blogs,2023-02-27 08:00:00,6,1,55,3220,22,3152,53494.0,4738.0,50,611.0,0.0886,0.011422,1,140,0,0,52.53,0,0,0,1
vid_01776,Viral Best Viral vs Best First Inside Secret New Why Official Tutorial Official How Top C,28,Science & Technology,2023-10-16 08:00:00,14,3,89,1915,6,397,718112.0,47289.0,1114,10379.0,0.0659,0.014453,1,201,0,1,6.62,0,0,0,0
vid_01777,Top Secret Reaction First Guide Review Review Real Reaction Challenge Last Viral 202,23,Comedy,2023-08-10 08:00:00,22,2,84,2005,8,1512,2292978.0,86014.0,4133,20644.0,0.0375,0.009003,1,217,1,1,25.2,0,0,1,0
vid_01778,Inside Tutorial Top Secret Guide New Secret Top New Why Top Secret First La,20,Gaming,2023-07-23 00:00:00,10,4,75,4727,0,2295,193941.0,10892.0,895,1206.0,0.0562,0.006218,0,206,1,0,38.25,0,0,0,0
vid_01779,Ultimate Challenge Breaking Breaking Off,17,Sports,2023-10-25 16:00:00,19,6,40,2268,25,645,6948262.0,548463.0,19394,119104.0,0.0789,0.017142,1,102,0,1,10.75,1,1,0,1
vid_01780,Why Official Breaking Guide vs Secret Official Explained Last 2024 Reaction New Expla,23,Comedy,2023-04-30 12:00:00,1,0,85,1439,5,3358,3173581.0,173935.0,11533,80736.0,0.0548,0.02544,0,158,1,1,55.97,0,0,0,0
vid_01781,Viral Why Why New Ultimate First First Real Exposed Exposed 2024 Best Reaction Best New Explained,26,Howto & Style,2023-01-09 16:00:00,14,4,97,4929,5,1911,380631.0,18997.0,892,2067.0,0.0499,0.00543,0,199,0,0,31.85,0,0,0,0
vid_01782,Secret Guide Inside Real Inside First Best Viral vs Best How Review vs Exposed Offic,26,Howto & Style,2023-03-30 12:00:00,13,5,84,3180,21,3257,2975582.0,230504.0,7166,5800.0,0.0775,0.001949,1,121,0,1,54.28,1,0,0,0
vid_01783,Breaking How Ultimate Inside Secret Top Off,23,Comedy,2023-06-25 20:00:00,19,1,43,4326,28,1618,8888.0,402.0,22,72.0,0.0452,0.0081,0,64,1,0,26.97,0,1,0,1
vid_01784,Ultimate Last Official Challenge Explained Official Review First Review Guide Ul,26,Howto & Style,2023-08-26 00:00:00,21,5,80,4164,11,2519,8558644.0,873297.0,71411,251725.0,0.102,0.029412,0,162,0,1,41.98,1,1,1,0
vid_01785,Best Viral Last vs Last Breaking ,28,Science & Technology,2023-05-07 04:00:00,10,3,33,1299,21,2918,2181920.0,160574.0,13636,54622.0,0.0736,0.025034,0,118,1,1,48.63,0,0,0,0
vid_01786,First First 2024 New How Best Last Viral How Guide Ultimate vs Tutorial First How ,23,Comedy,2023-10-20 08:00:00,2,3,82,3216,11,3033,86184.0,7036.0,606,1575.0,0.0816,0.018275,1,165,1,0,50.55,0,0,1,0
vid_01787,vs New Secret Explained Review Explained Tutorial Reaction Explained Ama,23,Comedy,2023-05-15 12:00:00,16,1,72,1295,9,728,835432.0,36144.0,1462,23348.0,0.0433,0.027947,0,241,1,1,12.13,0,0,1,0
vid_01788,Last Explained Top Amazing Amazing 2024 How Guide Challenge First Explained vs Revie,24,Entertainment,2023-07-09 16:00:00,11,2,84,103,22,905,11529.0,682.0,55,160.0,0.0592,0.013877,0,53,1,0,15.08,0,0,0,0
vid_01789,Viral Guide New Amazing Last New Viral Ultimate Best Inside Official To,22,People & Blogs,2023-05-19 20:00:00,23,2,71,2960,29,1715,111953.0,7490.0,217,3304.0,0.0669,0.029512,0,124,0,0,28.58,0,0,0,0
vid_01790,Inside Viral Reaction Last First How 2024 Inside Wh,20,Gaming,2023-05-05 16:00:00,20,3,51,2446,25,2853,4896018.0,503012.0,38459,46966.0,0.1027,0.009593,0,195,1,1,47.55,0,1,0,1
vid_01791,Exposed Explained Viral Real Tutorial Breaking Amazing Amazing Reaction Top,26,Howto & Style,2023-09-29 12:00:00,14,3,75,492,5,2839,497154.0,49374.0,4708,3961.0,0.0993,0.007967,1,91,1,0,47.32,0,0,0,0
vid_01792,Exposed Inside Tutorial Breaking Inside Reac,24,Entertainment,2023-01-26 08:00:00,15,6,44,4725,16,974,494995.0,24783.0,278,9654.0,0.0501,0.019503,1,79,0,0,16.23,1,0,0,1
vid_01793,Exposed Ultimate Ultimate Exposed Reaction vs Exposed How Real Inside Guide Amazing T,25,News & Politics,2023-11-13 08:00:00,4,0,85,3661,18,952,479935.0,41013.0,2035,5743.0,0.0855,0.011966,0,192,1,0,15.87,0,0,0,0
vid_01794,2024 Viral Challenge vs Why Top Review Top Guide Exposed Reaction Breaking New Real Rev,25,News & Politics,2023-02-25 16:00:00,19,6,87,4427,17,3012,626346.0,32514.0,2220,12003.0,0.0519,0.019163,1,119,1,1,50.2,1,1,0,0
vid_01795,Tutorial Inside New Review Real Breakin,27,Education,2023-06-12 20:00:00,5,6,39,2457,5,1776,3009376.0,357941.0,26186,29626.0,0.1189,0.009845,1,232,1,1,29.6,1,0,0,0
vid_01796,New Review Challenge How 2024 Secret Amazing Review Last Reaction Explained Rea,28,Science & Technology,2023-06-25 08:00:00,18,2,79,872,23,54,203268.0,23516.0,607,3845.0,0.1157,0.018916,0,230,1,0,0.9,0,1,0,0
vid_01797,Official Best vs New,28,Science & Technology,2023-09-01 20:00:00,4,1,20,3752,18,2883,1082284.0,87333.0,8514,9736.0,0.0807,0.008996,1,65,0,1,48.05,0,0,0,0
vid_01798,First First Review Exposed Best ,10,Music,2023-08-29 04:00:00,2,2,32,2989,9,1717,77788.0,7226.0,472,192.0,0.0929,0.002468,1,160,0,0,28.62,0,0,1,0
vid_01799,Real Last Review Last Wh,20,Gaming,2023-09-26 08:00:00,0,0,24,4786,23,1589,1679452.0,171520.0,4252,46104.0,0.1021,0.027452,0,153,1,1,26.48,0,0,0,0
vid_01800,Top First Amazing Explain,23,Comedy,2023-08-04 12:00:00,5,5,25,1081,7,2841,248086.0,23540.0,278,6602.0,0.0949,0.026612,0,250,0,0,47.35,1,0,0,0
vid_01801,Ultimate First First Why First Best Challenge Explained First Why Best Secret v,26,Howto & Style,2023-06-18 20:00:00,14,3,79,2066,20,1113,472590.0,43943.0,3537,13777.0,0.093,0.029152,1,156,0,0,18.55,0,0,0,0
vid_01802,Review Tutorial Reaction Tutorial 2024 Breaking Best Last Review Best Viral vs First Explai,20,Gaming,2023-05-20 08:00:00,1,3,91,612,23,3568,265096.0,30822.0,529,5773.0,0.1163,0.021777,1,172,0,0,59.47,0,0,0,0
vid_01803,2024 Inside Amazing How Secret Challenge Explained Why Best Official Real Ultimate New Why Review ,27,Education,2023-09-24 16:00:00,2,0,98,2588,5,463,332895.0,27857.0,632,6923.0,0.0837,0.020796,1,211,0,0,7.72,0,0,0,0
vid_01804,Official First Breaking Official How How Viral How Reaction Best Inside First T,10,Music,2023-01-27 04:00:00,16,6,79,390,20,2956,83386.0,7276.0,449,1435.0,0.0873,0.017209,1,76,1,0,49.27,1,0,0,0
vid_01805,Tutorial Ultimate Top Exposed Secret Inside Top Reaction Explained,24,Entertainment,2023-03-17 08:00:00,23,1,66,4617,24,1119,800226.0,85171.0,5477,3722.0,0.1064,0.004651,0,62,0,1,18.65,0,0,0,0
vid_01806,Official How Reaction Why How Review Exposed Amazing Challenge Ultimate First Why,20,Gaming,2023-08-15 00:00:00,11,3,81,3825,29,2987,1200676.0,108409.0,7785,7789.0,0.0903,0.006487,0,204,1,1,49.78,0,0,0,0
vid_01807,Real Reaction Explained Top Ultimate Last Last Secret Why Why Breaking Secret Why Guide Reaction,24,Entertainment,2023-08-17 00:00:00,17,4,96,2346,6,2642,40329.0,3870.0,175,378.0,0.096,0.009373,0,122,1,0,44.03,0,0,0,0
vid_01808,Explained Challenge Reaction Viral Challenge Secret Last Secret Ultimate First Challenge vs ,25,News & Politics,2023-09-09 16:00:00,14,6,92,284,23,1981,151218.0,7723.0,615,4054.0,0.0511,0.026809,0,246,0,0,33.02,1,0,0,0
vid_01809,Ultimate Explained vs Review Ultimate Tutoria,26,Howto & Style,2023-10-07 20:00:00,11,3,45,1166,0,2183,513669.0,32573.0,3182,3090.0,0.0634,0.006016,0,135,1,1,36.38,0,0,0,1
vid_01810,Last Real Guide Why Real New Ex,27,Education,2023-02-11 12:00:00,15,4,31,1958,26,125,173198.0,7492.0,257,4808.0,0.0433,0.02776,1,80,0,0,2.08,0,0,0,0
vid_01811,Reaction Top Review Last Tutorial Real Best Top First Inside Tutorial,23,Comedy,2023-03-10 12:00:00,7,0,69,1467,17,197,340673.0,25727.0,1885,5505.0,0.0755,0.016159,1,52,1,0,3.28,0,0,0,0
vid_01812,Exposed First Exposed Ultimate vs 2024 Secret New ,26,Howto & Style,2023-10-15 12:00:00,13,0,50,4969,23,2119,8924342.0,633766.0,59296,194117.0,0.071,0.021751,0,79,1,1,35.32,0,0,0,1
vid_01813,First Ultimate 2024 Official Ultimate Of,22,People & Blogs,2023-01-01 12:00:00,16,6,40,1341,27,1932,77855.0,9322.0,669,326.0,0.1197,0.004187,0,198,0,0,32.2,1,0,0,1
vid_01814,Guide Exposed Review Secret New Official Amazing How Challenge Brea,28,Science & Technology,2023-06-17 04:00:00,20,3,67,3538,24,2181,9647.0,820.0,58,84.0,0.085,0.008706,0,148,1,0,36.35,0,1,0,0
vid_01815,Secret Last Guide Real Ultimate,27,Education,2023-04-03 08:00:00,7,2,31,4777,19,1898,173169.0,17451.0,525,4986.0,0.1008,0.028793,1,183,0,0,31.63,0,0,0,0
vid_01816,Ultimate Guide How Exposed Real Why Rea,20,Gaming,2023-07-29 00:00:00,14,4,39,3704,11,3305,338200.0,20312.0,1181,2948.0,0.0601,0.008717,1,209,1,0,55.08,0,0,1,0
vid_01817,Why Breaking How,26,Howto & Style,2023-01-21 08:00:00,13,1,16,578,15,2597,252735.0,26496.0,1606,2426.0,0.1048,0.009599,1,219,1,0,43.28,0,0,1,0
vid_01818,vs Viral Last Why C,17,Sports,2023-07-19 20:00:00,17,3,19,3374,9,2028,861285.0,73517.0,5367,5796.0,0.0854,0.006729,0,239,0,1,33.8,0,0,1,0
vid_01819,How 2024 2024 Guid,28,Science & Technology,2023-11-04 12:00:00,19,1,18,2030,26,2359,97335.0,9025.0,899,461.0,0.0927,0.004736,0,209,0,0,39.32,0,1,0,0
vid_01820,Top Inside Top Challenge Why Breaking Secret Revie,28,Science & Technology,2023-08-21 08:00:00,6,3,50,2989,9,3144,70411.0,3978.0,51,546.0,0.0565,0.007754,0,148,0,0,52.4,0,0,1,1
vid_01821,Exposed Top Challeng,17,Sports,2023-09-13 12:00:00,2,2,20,1379,13,3024,157666.0,12515.0,198,3094.0,0.0794,0.019624,0,135,1,0,50.4,0,0,1,0
vid_01822,Top Amazing Ultimate Secret Secret ,10,Music,2023-01-11 20:00:00,11,2,35,1283,24,1163,136362.0,11872.0,202,1937.0,0.0871,0.014205,0,216,0,0,19.38,0,0,0,0
vid_01823,Top Best How Guide Exposed Review Tutorial Viral Viral Ultimate Explained Ultimate Best How,10,Music,2023-10-03 12:00:00,20,6,91,1803,19,2040,32402555.0,2690012.0,206776,552752.0,0.083,0.017059,1,113,0,1,34.0,1,1,0,0
vid_01824,Guide Challenge Exposed Top Guide Ultima,17,Sports,2023-06-11 16:00:00,23,6,40,2850,9,3311,9549861.0,1073093.0,23899,43438.0,0.1124,0.004549,0,167,0,1,55.18,1,0,1,1
vid_01825,Last Last Explained Tutorial Ultimate Top Amazing Official Explained ,22,People & Blogs,2023-03-26 16:00:00,2,2,69,2983,9,778,30239.0,3351.0,221,733.0,0.1108,0.024239,1,207,0,0,12.97,0,0,1,0
vid_01826,New How 2024 New Explained Tutorial Breaking Exposed ,25,News & Politics,2023-09-14 12:00:00,19,5,53,2809,25,1921,24290.0,2851.0,111,576.0,0.1174,0.023712,1,240,1,0,32.02,1,1,0,1
vid_01827,Reaction Breaking Explained Reaction First Inside Explained Amazing Why Top Secret Guide Best Firs,17,Sports,2023-06-25 16:00:00,13,2,98,2825,24,860,436002.0,39270.0,2009,708.0,0.0901,0.001624,1,163,1,0,14.33,0,0,0,0
vid_01828,Explained Last Top Top Reaction Real Inside Fir,25,News & Politics,2023-09-10 20:00:00,14,0,47,3537,10,78,20962898.0,2462559.0,72423,254110.0,0.1175,0.012122,1,208,1,1,1.3,0,0,1,1
vid_01829,Real Official Review Top New,26,Howto & Style,2023-11-16 08:00:00,13,0,28,3900,22,144,1687439.0,177051.0,15571,5052.0,0.1049,0.002994,1,136,1,1,2.4,0,0,0,0
vid_01830,Secret Inside Breaking Breaking Why Best First Secret Tutorial Top Rev,22,People & Blogs,2023-03-31 00:00:00,6,5,70,2577,1,1208,416985.0,22673.0,1422,9995.0,0.0544,0.02397,0,89,1,0,20.13,1,0,0,0
vid_01831,First Breaking New How Inside Best Review Explained Viral Top Exposed How Ultimate Inside Secre,27,Education,2023-05-05 00:00:00,16,4,95,940,24,1702,194671.0,13328.0,1266,4356.0,0.0685,0.022376,0,210,1,0,28.37,0,0,0,0
vid_01832,Real Top Tutorial Challenge First B,25,News & Politics,2023-01-24 08:00:00,11,1,35,2115,19,2580,3075236.0,158237.0,9765,83516.0,0.0515,0.027158,0,240,0,1,43.0,0,0,0,0
vid_01833,Ultimate First Review Explained First Top Review Viral Secre,28,Science & Technology,2023-06-06 20:00:00,19,3,60,1238,7,3063,1079408.0,32789.0,693,8479.0,0.0304,0.007855,1,74,1,1,51.05,0,1,0,1
vid_01834,Why Tutorial How Tutorial Amaz,26,Howto & Style,2023-01-19 08:00:00,3,3,30,4347,29,100,11489302.0,539128.0,13682,163522.0,0.0469,0.014233,1,213,0,1,1.67,0,0,0,0
vid_01835,Reaction Review Exposed Ultima,28,Science & Technology,2023-05-12 04:00:00,8,5,30,790,22,3089,24388.0,740.0,73,154.0,0.0303,0.006314,1,201,0,0,51.48,1,0,0,0
vid_01836,First Best Best Guide 2024 vs Guide Top Official How Reaction Tutorial New Viral Why Ultimate Tuto,22,People & Blogs,2023-02-13 12:00:00,5,0,98,1419,28,1389,1090693.0,103381.0,7784,12832.0,0.0948,0.011765,1,144,0,1,23.15,0,0,0,0
vid_01837,Explained Top Inside First Explained Reacti,25,News & Politics,2023-06-30 16:00:00,15,6,43,1439,6,96,203034.0,13866.0,200,3277.0,0.0683,0.01614,1,235,0,0,1.6,1,0,0,1
vid_01838,Inside Amazing Secret ,24,Entertainment,2023-09-07 12:00:00,21,3,22,2050,7,1546,1501430.0,87280.0,6401,3823.0,0.0581,0.002546,1,216,1,1,25.77,0,1,0,0
vid_01839,Breaking Amazing ,22,People & Blogs,2023-07-21 12:00:00,21,0,17,1521,0,1703,972876.0,95881.0,4515,21141.0,0.0986,0.02173,0,95,1,1,28.38,0,1,0,0
vid_01840,Ultimate Reaction Real Breaking 2,22,People & Blogs,2023-05-30 16:00:00,20,4,33,1586,20,1807,1782688.0,187046.0,7042,29869.0,0.1049,0.016755,1,254,1,1,30.12,0,1,0,0
vid_01841,Amazing Real Breaking Tutorial Last Real First Viral Reaction Explained Review B,24,Entertainment,2023-09-06 16:00:00,20,1,80,368,1,996,4138655.0,487438.0,11632,103631.0,0.1178,0.02504,1,187,0,1,16.6,0,1,0,0
vid_01842,Ultimate First vs Top Last First Why Inside Real Secret How Last First Breaking Secret Offici,26,Howto & Style,2023-03-03 08:00:00,1,4,93,2314,17,3314,5398472.0,473884.0,40560,47947.0,0.0878,0.008882,0,81,1,1,55.23,0,0,0,0
vid_01843,Tutorial Ultimate Viral Official Explained Review Real Why How Ultimate Secret Breaking ,25,News & Politics,2023-06-04 00:00:00,23,5,88,1944,14,2258,20484624.0,1465420.0,23074,557106.0,0.0715,0.027196,1,146,1,1,37.63,1,0,1,0
vid_01844,Real How Exposed Ultimate Explained vs First Real Best Reaction Last Ultimate Why Explained Top ,25,News & Politics,2023-11-12 00:00:00,7,2,96,3761,0,1819,455171.0,26160.0,943,13637.0,0.0575,0.02996,0,213,1,0,30.32,0,0,0,0
vid_01845,Viral Real Tutorial Challenge Last T,28,Science & Technology,2023-02-17 16:00:00,10,2,36,4869,4,642,166669.0,8334.0,313,4610.0,0.05,0.027659,0,205,1,0,10.7,0,0,0,0
vid_01846,2024 New 2024 Guide Review Why Reaction Last Challenge First,22,People & Blogs,2023-07-26 08:00:00,12,2,60,2872,1,1916,53574.0,2633.0,64,1262.0,0.0491,0.023556,0,193,1,0,31.93,0,0,0,1
vid_01847,Viral Breaking Secret Ultim,22,People & Blogs,2023-05-08 08:00:00,16,4,27,4558,19,1652,1112986.0,74377.0,4145,27333.0,0.0668,0.024558,1,65,1,1,27.53,0,0,0,0
vid_01848,Official Amazing vs New Secret How Ultimate Rea,23,Comedy,2023-03-02 00:00:00,7,3,47,1325,2,726,2187262.0,260854.0,2883,38580.0,0.1193,0.017638,0,67,0,1,12.1,0,0,0,1
vid_01849,vs Exposed Amazing ,27,Education,2023-09-04 16:00:00,20,1,19,3133,18,2680,54679.0,1644.0,60,356.0,0.0301,0.006511,0,185,0,0,44.67,0,1,0,0
vid_01850,Guide Ultimate First Tutorial Explained Top Breaking Guide Reaction Official Secret Top Fir,22,People & Blogs,2023-06-26 12:00:00,17,2,91,450,17,2325,3993420.0,190679.0,17928,82400.0,0.0477,0.020634,1,124,1,1,38.75,0,0,0,0
vid_01851,Secret Secret Top Secret vs New 2024 Best,20,Gaming,2023-09-19 00:00:00,17,5,41,773,28,1267,405500.0,19040.0,722,8787.0,0.047,0.021669,0,247,0,0,21.12,1,0,0,1
vid_01852,Reaction Why Viral Tutorial Secret Breaking Reaction Official New Official First Amazing vs ,27,Education,2023-11-20 00:00:00,13,5,92,2379,21,2436,53065.0,5016.0,212,1569.0,0.0945,0.029567,1,50,0,0,40.6,1,0,0,0
vid_01853,Guide Guide Reaction Official First Wh,20,Gaming,2023-06-20 00:00:00,14,2,38,1185,17,278,110508.0,6820.0,358,1845.0,0.0617,0.016695,1,239,1,0,4.63,0,0,0,0
vid_01854,Tutorial New Why Guide Explained Exposed Breaking Secret Last Explained New Last ,25,News & Politics,2023-11-09 00:00:00,5,2,81,2820,13,667,97195.0,6915.0,418,862.0,0.0711,0.008869,0,174,0,0,11.12,0,0,1,0
vid_01855,Ultimate Guide Challenge 2024 Real First Review Challenge Review Secret Top B,27,Education,2023-05-15 04:00:00,10,1,77,4896,29,979,96175.0,4171.0,345,2002.0,0.0434,0.020816,1,253,1,0,16.32,0,0,0,0
vid_01856,Secret Official Official Last Explained Review How Official La,22,People & Blogs,2023-11-26 08:00:00,12,2,62,317,23,1934,1419171.0,94303.0,2558,41726.0,0.0664,0.029402,1,87,0,1,32.23,0,0,0,0
vid_01857,Ultimate Guide Inside New Breaking Challenge New How Best Explained Breaking ,24,Entertainment,2023-11-07 04:00:00,0,1,77,619,7,1141,2094635.0,82293.0,7279,12859.0,0.0393,0.006139,0,94,1,1,19.02,0,0,0,0
vid_01858,Challenge Review How Best Why How Guide How Breaking Official Inside Tutorial Inside Inside ,28,Science & Technology,2023-03-06 20:00:00,5,5,92,2606,28,2740,9421096.0,734599.0,57430,98487.0,0.078,0.010454,0,235,0,1,45.67,1,0,0,0
vid_01859,Viral Amazing Ultimate Rev,20,Gaming,2023-05-27 04:00:00,8,2,26,2023,29,205,125894.0,4886.0,366,2104.0,0.0388,0.016712,0,130,0,0,3.42,0,0,0,0
vid_01860,Real Amazing Top Best Review Inside 2024 v,27,Education,2023-02-02 00:00:00,7,4,42,595,11,752,1082681.0,109508.0,1950,6427.0,0.1011,0.005936,0,178,0,1,12.53,0,0,1,1
vid_01861,Amazing Secret vs Ultimate Why Official Official Top Secre,22,People & Blogs,2023-03-24 16:00:00,10,6,58,2872,20,2503,174629.0,14143.0,168,287.0,0.081,0.001643,1,81,0,0,41.72,1,0,0,1
vid_01862,2024 Top Official Exposed Inside New Review Best Why Ulti,27,Education,2023-01-04 20:00:00,21,4,57,4510,9,800,847734.0,80667.0,5119,9132.0,0.0952,0.010772,0,185,1,1,13.33,0,1,1,1
vid_01863,Viral vs Official Reaction Vira,22,People & Blogs,2023-06-09 00:00:00,18,5,31,4692,22,1977,43121.0,2917.0,255,1125.0,0.0676,0.026089,0,167,0,0,32.95,1,1,0,0
vid_01864,Reaction 2024 Secret Last Challenge Last Best Reaction,22,People & Blogs,2023-01-28 00:00:00,23,1,54,320,19,732,64443.0,4145.0,259,145.0,0.0643,0.00225,0,89,1,0,12.2,0,0,0,1
vid_01865,Guide Challenge vs Viral Tutorial Why Why Tutorial Explained Am,22,People & Blogs,2023-08-29 16:00:00,8,4,63,788,16,2158,2159248.0,83862.0,2448,29018.0,0.0388,0.013439,1,233,1,1,35.97,0,0,0,0
vid_01866,Top Guide New Breaking 2024 vs Guide Last Real Reaction Reaction Top First Breaking Inside Exposed ,23,Comedy,2023-11-29 08:00:00,16,1,99,1307,10,956,42269.0,3260.0,59,976.0,0.0771,0.02309,1,240,0,0,15.93,0,0,1,0
vid_01867,Real First Breaking Guide Exposed Best vs Guide Explained Breaking 2024,28,Science & Technology,2023-05-27 00:00:00,11,4,71,108,1,167,1538713.0,117411.0,8566,44072.0,0.0763,0.028642,1,123,0,1,2.78,0,0,0,0
vid_01868,Guide Last Reaction Review Explained Last Challenge First Top Secret Official Real Official Expose,24,Entertainment,2023-09-08 12:00:00,13,4,98,4231,25,3534,150646.0,10865.0,814,4455.0,0.0721,0.029572,1,160,1,0,58.9,0,0,0,0
vid_01869,Best Top Why Exposed Challenge Exposed Secret First Tutorial Guide New 2024 Ne,24,Entertainment,2023-09-12 08:00:00,14,1,78,4908,25,2547,15895.0,1536.0,39,210.0,0.0966,0.013211,1,152,0,0,42.45,0,0,0,0
